char,deltaup,deltadown,downtime,uptime,char_index,user
=,0.773630142212,0.0919680595398,9.59825277328,9.69022679329,20,kole
c,0.474092006683,0.0641059875488,10.0082387924,10.0723509789,21,kole
a,0.468287944794,0.0919618606567,10.3845648766,10.4765329361,22,kole
t,0.402281999588,0.0719799995422,10.7148668766,10.7868537903,23,kole
c,0.977036952972,0.0795750617981,11.6123287678,11.6919088364,24,kole
h,0.181603908539,0.103355884552,11.6905739307,11.7939419746,25,kole
=,0.995991945267,0.124121904373,12.5624468327,12.6865749359,26,kole
4,0.521306037903,0.0707521438599,13.0130009651,13.0837578773,27,kole
5,0.411054134369,0.0662760734558,13.3577787876,13.4240608215,28,kole
;,0.879317045212,0.0641009807587,14.1729948521,14.2371008396,29,kole
;,0.411600828171,0.0626089572906,14.5219869614,14.5846018791,30,kole
;,0,0.0564451217651,0,0.0564498901367,0,kole
;,0.430098056793,0.0849649906158,0.345131874084,0.430103063583,1,kole
9,0.483067035675,0.100414991379,0.727783918381,0.828204870224,2,kole
2,0.93598484993,0.110366821289,1.55340194702,1.66377592087,3,kole
=,0.531863927841,0.125643014908,1.95962095261,2.08527398109,4,kole
d,0.500507116318,0.0891461372375,2.37098407745,2.46013593674,5,kole
i,0.906214952469,0.112890005112,3.16430807114,3.27720499039,6,kole
s,0.523913145065,0.125668048859,3.5625538826,3.68822789192,7,kole
t,0.39394903183,0.0642149448395,3.89228701591,3.95651292801,8,kole
a,0.750022888184,0.0881268978119,4.55418395996,4.64231705666,9,kole
n,0.229508876801,0.0902938842773,4.69339895248,4.78369903564,10,kole
c,1.15024185181,0.091747045517,5.75189399719,5.8436460495,11,kole
e,0.48593211174,0.0908629894257,6.14696288109,6.2378320694,12,kole
=,0.546334028244,0.114691972733,6.5786049366,6.69330191612,13,kole
c,0.763242959976,0.0679769515991,7.27387094498,7.34185290337,14,kole
o,0.288089990616,0.0824360847473,7.47952389717,7.56196689606,15,kole
m,0.457014083862,0.0866861343384,7.84985089302,7.93654894829,16,kole
m,0.480613946915,0.0987319946289,8.23173594475,8.33047294617,17,kole
o,0.603884220123,0.086483001709,8.74913597107,8.83562493324,18,kole
n,0.326730966568,0.10857796669,8.96728897095,9.0758728981,19,kole
=,0.667435884476,0.0881218910217,9.5466029644,9.63473105431,20,kole
c,0.459378004074,0.0780041217804,9.92797589302,10.0059878826,21,kole
a,0.435224056244,0.0796020030975,10.2835988998,10.3632068634,22,kole
t,0.438909053802,0.0595870018005,10.6629209518,10.7225139141,23,kole
c,0.749526977539,0.0694670677185,11.3429830074,11.4124529362,24,kole
h,0.178574085236,0.0932321548462,11.4283220768,11.5215630531,25,kole
=,0.973078966141,0.123185873032,12.2782170773,12.4014079571,26,kole
4,0.445874929428,0.0761909484863,12.6478998661,12.7240970135,27,kole
5,0.40025806427,0.0740320682526,12.9741270542,13.0481638908,28,kole
;,0.855714082718,0.0534751415253,13.7763650417,13.8298459053,29,kole
;,0.409310102463,0.0633821487427,14.1222929955,14.1856808662,30,kole
;,0,0.0901529788971,0,0.0901598930359,0,kole
;,0.43941116333,0.104442119598,0.334969997406,0.43941783905,1,kole
9,0.481033086777,0.111736059189,0.704266786575,0.816008806229,2,kole
2,0.948250055313,0.0916640758514,1.56085300446,1.65252280235,3,kole
=,0.468610048294,0.121738910675,1.90772294998,2.02946996689,4,kole
d,0.45077586174,0.0852749347687,2.27322483063,2.35850596428,5,kole
i,0.907330036163,0.113013029099,3.06754279137,3.18056082726,6,kole
s,0.455718040466,0.0991611480713,3.42409896851,3.52326583862,7,kole
t,0.420454025269,0.0690369606018,3.77551484108,3.84456300735,8,kole
a,0.794840097427,0.0877921581268,4.48256397247,4.57036280632,9,kole
n,0.221935033798,0.094554901123,4.60994386673,4.70450592041,10,kole
c,1.00468397141,0.0986850261688,5.51594281197,5.61463189125,11,kole
e,0.456722974777,0.084979057312,5.88768792152,5.97267079353,12,kole
=,0.612173080444,0.0978200435638,6.40204000473,6.49986481667,13,kole
c,0.818972110748,0.0640830993652,7.15692877769,7.22101783752,14,kole
o,0.290436029434,0.0962610244751,7.35110282898,7.44737100601,15,kole
m,0.435812950134,0.0496180057526,7.73729681969,7.78692579269,16,kole
m,0.441468000412,0.0750229358673,8.10374379158,8.17877388,17,kole
o,0.677968978882,0.0849349498749,8.69677782059,8.78171896935,18,kole
n,0.295147895813,0.0959210395813,8.89600491524,8.99193191528,19,kole
=,0.653165102005,0.0954160690308,9.45375394821,9.54917597771,20,kole
c,0.871613025665,0.0676598548889,10.2577068806,10.325373888,21,kole
a,0.390926837921,0.0824840068817,10.56614995,10.6486399174,22,kole
t,0.476715087891,0.07084608078,10.9720189571,11.0428719521,23,kole
c,0.794831991196,0.0679938793182,11.6988568306,11.7668578625,24,kole
h,0.189952850342,0.114839792252,11.7739667892,11.8888199329,25,kole
=,1.05304980278,0.145837783813,12.6811828613,12.8270258904,26,kole
4,0.461381912231,0.0767121315002,13.0658519268,13.1425697803,27,kole
5,0.393029212952,0.068038225174,13.3908429146,13.4588868618,28,kole
;,0.80654001236,0.059497833252,14.1378839016,14.1973898411,29,kole
;,0.376518011093,0.0623021125793,14.4521009922,14.5144088268,30,kole
;,0,0.0702881813049,0,0.0702948570251,0,kole
;,0.449946165085,0.117472171783,0.332473993301,0.449951887131,1,kole
9,0.470365047455,0.0917589664459,0.711078882217,0.802845001221,2,kole
2,0.938946962357,0.093407869339,1.55661797523,1.65003299713,3,kole
=,0.441977977753,0.116146087646,1.88244891167,1.99860501289,4,kole
d,0.551197052002,0.0778601169586,2.35578799248,2.43365502357,5,kole
i,0.866034030914,0.103271007538,3.11855101585,3.22182893753,6,kole
s,0.451413154602,0.108972072601,3.46099185944,3.5699698925,7,kole
t,0.417120933533,0.0680139064789,3.81009793282,3.87812185287,8,kole
a,0.712037086487,0.0704741477966,4.4516620636,4.52214193344,9,kole
n,0.204386949539,0.0860388278961,4.57000994682,4.6560549736,10,kole
c,1.05642700195,0.0874581336975,5.5389790535,5.62644290924,11,kole
e,0.460325956345,0.0662569999695,5.9330470562,5.99931097031,12,kole
=,0.470369100571,0.0925290584564,6.31088805199,6.40342307091,13,kole
c,0.703143119812,0.0623359680176,6.95169496536,7.01403689384,14,kole
o,0.260553836823,0.088889837265,7.12335801125,7.21225500107,15,kole
m,0.445209980011,0.0736031532288,7.49496293068,7.56857800484,16,kole
m,0.417400121689,0.068027973175,7.84433794022,7.91237092018,17,kole
o,0.701993942261,0.0832390785217,8.46309399605,8.54633688927,18,kole
n,0.300724029541,0.0909249782562,8.67289185524,8.7638220787,19,kole
=,0.661246061325,0.0977351665497,9.23640298843,9.33414387703,20,kole
c,0.460245132446,0.0792129039764,9.61743497849,9.69665384293,21,kole
a,0.415339946747,0.0949950218201,9.93777894974,10.0327808857,22,kole
t,0.441357851028,0.063304901123,10.3158318996,10.3791439533,23,kole
c,0.811458110809,0.0746631622314,11.0526268482,11.1272969246,24,kole
h,0.175485134125,0.0939831733704,11.134125948,11.2281229496,25,kole
=,0.93696808815,0.0852251052856,11.9858720303,12.0711040497,26,kole
4,0.437794208527,0.0753130912781,12.3483529091,12.4236729145,27,kole
5,0.373440027237,0.0607800483704,12.661012888,12.7218010426,28,kole
;,0.838165998459,0.0607769489288,13.4384000301,13.499186039,29,kole
;,0.399115085602,0.0759611129761,13.7615549564,13.8375220299,30,kole
;,0,0.073194026947,0,0.0731999874115,0,kole
;,0.438601016998,0.0919799804688,0.34662103653,0.438606023788,1,kole
9,0.671614170074,0.0891921520233,0.929041862488,1.01824092865,2,kole
2,1.10868096352,0.0754318237305,1.96229195595,2.03772997856,3,kole
=,1.09462380409,0.0775599479675,2.97935390472,3.05692386627,4,kole
d,0.615445137024,0.0778629779816,3.51693797112,3.59480690956,5,kole
i,0.772245883942,0.107220888138,4.18196296692,4.28919005394,6,kole
s,0.439857006073,0.0840401649475,4.53777885437,4.62182593346,7,kole
t,0.33577299118,0.0594880580902,4.81406402588,4.87356185913,8,kole
a,0.687001228333,0.0747320652008,5.42633390427,5.50107192993,9,kole
n,0.268470048904,0.106374025345,5.58842992783,5.69481086731,10,kole
c,0.957478046417,0.0792422294617,6.4666659832,6.54591298103,11,kole
e,0.458039999008,0.0810167789459,6.84368801117,6.924710989,12,kole
=,0.464365005493,0.124089002609,7.18396401405,7.30805897713,13,kole
c,0.716287851334,0.0434999465942,7.85675191879,7.90025806427,14,kole
o,0.240352869034,0.0947329998016,8.00237298012,8.09711194038,15,kole
m,0.401683092117,0.065092086792,8.33896183968,8.40406394005,16,kole
m,0.416535139084,0.0825171470642,8.67298102379,8.75550603867,17,kole
o,0.664873123169,0.0919830799103,9.24587106705,9.3378610611,18,kole
n,0.31366610527,0.0948810577393,9.46465587616,9.55954384804,19,kole
=,0.675537109375,0.114547014236,10.0256459713,10.1401998997,20,kole
c,0.488641023636,0.0874559879303,10.4268319607,10.5142939091,21,kole
a,0.491439819336,0.0693728923798,10.8488988876,10.9182779789,22,kole
t,0.460773944855,0.0569849014282,11.2526869774,11.3096790314,23,kole
c,0.84205198288,0.0789670944214,12.0157718658,12.0947458744,24,kole
h,0.228714942932,0.123114824295,12.121368885,12.2444980145,25,kole
=,1.04210090637,0.126200914383,13.0372719765,13.1634809971,26,kole
4,0.418365001678,0.0849871635437,13.3706510067,13.4556438923,27,kole
5,0.38537311554,0.0811030864716,13.6749210358,13.7560310364,28,kole
;,0.784489154816,0.0707550048828,14.3886549473,14.4594159126,29,kole
;,0.379262924194,0.070953130722,14.6969659328,14.7679228783,30,kole
;,0,0.0673260688782,0,0.067332983017,0,kole
;,0.399041891098,0.0882630348206,0.31078004837,0.399049043655,1,kole
9,0.480042219162,0.11014008522,0.680681943893,0.790827035904,2,kole
2,1.0446369648,0.0931210517883,1.63219809532,1.72532606125,3,kole
=,0.44384598732,0.113266944885,1.96277594566,2.07605099678,4,kole
d,0.45547914505,0.0824542045593,2.33580207825,2.41826200485,5,kole
i,1.01129603386,0.117491960526,3.22960591316,3.34710407257,6,kole
s,0.476959943771,0.115777015686,3.59078907967,3.70657205582,7,kole
t,0.398005008698,0.0683238506317,3.92046904564,3.98880195618,8,kole
a,0.75132393837,0.0901670455933,4.58162713051,4.67180013657,9,kole
n,0.215995073318,0.0948979854584,4.70272397995,4.79762792587,10,kole
c,1.03236603737,0.0960891246796,5.63900208473,5.73509502411,11,kole
e,0.466989040375,0.103146076202,6.00284409523,6.1059961319,12,kole
=,0.583685159683,0.117700099945,6.46882891655,6.58653497696,13,kole
c,0.782274007797,0.0679829120636,7.18312001228,7.25110912323,14,kole
o,0.272171974182,0.0945739746094,7.36071705818,7.45529794693,15,kole
m,0.411829948425,0.0524759292603,7.72007012367,7.77255797386,16,kole
m,0.417217969894,0.0683350563049,8.06895494461,8.13729596138,17,kole
o,0.707447052002,0.0908889770508,8.68551301956,8.77640795708,18,kole
n,0.37119102478,0.117432117462,8.93927192688,9.05671000481,19,kole
=,0.780014038086,0.106253147125,9.61303305626,9.71929192543,20,kole
c,0.45690202713,0.0457389354706,10.0241959095,10.0699410439,21,kole
a,0.510008096695,0.104470014572,10.4297330379,10.5342099667,22,kole
t,0.419813871384,0.0595500469208,10.7899980545,10.8495540619,23,kole
c,0.795020103455,0.0735549926758,11.5114629269,11.5850241184,24,kole
h,0.191015005112,0.108495950699,11.5939791203,11.7024879456,25,kole
=,1.08336305618,0.11633515358,12.5610089302,12.6773500443,26,kole
4,0.424739122391,0.0652101039886,12.9205391407,12.9857549667,27,kole
5,0.393140077591,0.055004119873,13.2586750984,13.3136849403,28,kole
;,0.76010799408,0.0708668231964,13.9479150772,14.018789053,29,kole
;,0.379045009613,0.0637230873108,14.2632379532,14.326967001,30,kole
;,0,0.0542371273041,0,0.05424284935,0,kole
;,0.454623937607,0.0804648399353,0.374157905579,0.454629898071,1,kole
9,0.595679044724,0.0754060745239,0.894431829453,0.969843864441,2,kole
2,1.14394593239,0.11563205719,1.92274594307,2.03838181496,3,kole
=,0.489160060883,0.114703893661,2.29720282555,2.41191196442,4,kole
d,0.501118898392,0.0878500938416,2.71047091484,2.79832577705,5,kole
i,0.857494115829,0.128470897675,3.43949389458,3.56797099113,6,kole
s,0.469788789749,0.104791879654,3.80449080467,3.90928888321,7,kole
t,0.448752880096,0.0756278038025,4.17761492729,4.253251791,8,kole
a,0.696480989456,0.0891599655151,4.78493690491,4.87410283089,9,kole
n,0.200548887253,0.101891994476,4.88359379768,4.98549199104,10,kole
c,1.42564487457,0.104473829269,6.20476484299,6.30924487114,11,kole
e,0.480624914169,0.0911009311676,6.59428787231,6.68539595604,12,kole
=,0.570927858353,0.0835227966309,7.08169388771,7.16522288322,13,kole
c,0.782710790634,0.0540797710419,7.8103249073,7.8644118309,14,kole
o,0.228892803192,0.0696938037872,7.96952295303,8.03922390938,15,kole
m,0.410059928894,0.0580811500549,8.32149982452,8.37959289551,16,kole
m,0.430977106094,0.0608959197998,8.69158387184,8.75248599052,17,kole
o,0.721197843552,0.0962958335876,9.31648588181,9.41278791428,18,kole
n,0.313005924225,0.0696790218353,9.55981278419,9.62949895859,19,kole
=,0.648534059525,0.0805830955505,10.1277639866,10.2083528042,20,kole
c,0.496773004532,0.0739879608154,10.5505487919,10.6245429516,21,kole
a,0.458141088486,0.0835499763489,10.925139904,11.0086958408,22,kole
t,0.443766832352,0.0608768463135,11.3080298901,11.3689138889,23,kole
c,0.91990685463,0.0708248615265,12.1571118832,12.2279438972,24,kole
h,0.203751802444,0.119788885117,12.2410738468,12.3608729839,25,kole
=,1.07593107224,0.115703105927,13.2013018131,13.3170118332,26,kole
4,0.428646087646,0.0792219638824,13.5507259369,13.6299548149,27,kole
5,0.451428890228,0.0777909755707,13.9243648052,14.0021619797,28,kole
;,0.812278985977,0.042788028717,14.6938538551,14.7366499901,29,kole
;,0.418604135513,0.0495541095734,15.0629048347,15.1124668121,30,kole
;,0,0.0735149383545,0,0.0735230445862,0,kole
;,0.440054893494,0.129678010941,0.310377836227,0.440062046051,1,kole
9,0.600698947906,0.0867009162903,0.824375867844,0.911082983017,2,kole
2,1.01341199875,0.120327949524,1.71746182442,1.83779287338,3,kole
=,0.504113912582,0.113986968994,2.10758805275,2.22158002853,4,kole
d,0.570034980774,0.0736939907074,2.60392904282,2.67762804031,5,kole
i,1.01334095001,0.116021871567,3.50124597549,3.61727595329,6,kole
s,0.470762014389,0.0991451740265,3.87286400795,3.9720158577,7,kole
t,0.44721198082,0.0679249763489,4.25214886665,4.32008504868,8,kole
a,0.714276075363,0.0775310993195,4.88889503479,4.96643400192,9,kole
n,0.230358123779,0.107554912567,5.01169991493,5.11926102638,10,kole
c,1.07189083099,0.0962748527527,5.9873149395,6.08359694481,11,kole
e,0.456919908524,0.0863440036774,6.35789084435,6.44424104691,12,kole
=,0.481904029846,0.0962820053101,6.74351286888,6.83980083466,13,kole
c,0.661089897156,0.0591628551483,7.34543991089,7.40460991859,14,kole
o,0.245252847672,0.0810158252716,7.50967597961,7.59069991112,15,kole
m,0.40265583992,0.0552358627319,7.85709500313,7.91234183311,16,kole
m,0.456780910492,0.0484778881073,8.26539993286,8.31388401985,17,kole
o,0.818616867065,0.067939043045,9.0160779953,9.08402395248,18,kole
n,0.286203145981,0.0739359855652,9.2283449173,9.30228686333,19,kole
=,0.824270009995,0.0796451568604,9.97297000885,10.0526208878,20,kole
c,0.396241188049,0.0764861106873,10.2927248478,10.3692169189,21,kole
a,0.466012001038,0.113817930222,10.6449189186,10.7587430477,22,kole
t,0.411176919937,0.0722410678864,10.9838550091,11.0561020374,23,kole
c,0.73215007782,0.0782339572906,11.6377708912,11.716012001,24,kole
h,0.149541854858,0.112864017487,11.6744449139,11.7873220444,25,kole
=,1.02790522575,0.12260222435,12.5797510147,12.7023580074,26,kole
4,0.52264714241,0.0639071464539,13.038492918,13.1024038792,27,kole
5,0.399173021317,0.0751428604126,13.3625228405,13.4376709461,28,kole
;,0.789203882217,0.0621838569641,14.0895400047,14.1517319679,29,kole
;,0.405344009399,0.0519859790802,14.442898035,14.4948918819,30,kole
;,0,0.0613031387329,0,0.0613098144531,0,kole
;,0.401215076447,0.10161614418,0.299598932266,0.401220798492,1,kole
9,0.435329198837,0.111775159836,0.623152971268,0.734933853149,2,kole
2,1.20781207085,0.109472990036,1.72149181366,1.83097195625,3,kole
=,0.440623998642,0.127403974533,2.03470897675,2.16212391853,4,kole
d,0.480283021927,0.0990700721741,2.41592478752,2.51500082016,5,kole
i,1.06727290154,0.116098880768,3.36709880829,3.48320293427,6,kole
s,0.480783939362,0.114666938782,3.73321580887,3.84788894653,7,kole
t,0.386907100677,0.0651931762695,4.0549287796,4.12013196945,8,kole
a,0.725948095322,0.0850369930267,4.6958398819,4.78088378906,9,kole
n,0.225889921188,0.0930209159851,4.82870984077,4.92173790932,10,kole
c,1.13261389732,0.0989699363708,5.86235380173,5.96132993698,11,kole
e,0.456038951874,0.108964920044,6.20942687988,6.31839895248,12,kole
=,0.481427907944,0.0981969833374,6.59265780449,6.69086194038,13,kole
c,0.709572076797,0.0627000331879,7.23953080177,7.30223679543,14,kole
o,0.275077104568,0.0991101264954,7.4154958725,7.51461386681,15,kole
m,0.415473937988,0.0923948287964,7.73857498169,7.83098077774,16,kole
m,0.4208548069,0.0834968090057,8.07593393326,8.15943789482,17,kole
o,0.809942007065,0.0861551761627,8.79972195625,8.88588285446,18,kole
n,0.313965082169,0.0982010364532,9.01548480988,9.11369299889,19,kole
=,0.976989030838,0.116117954254,9.87635588646,9.99248099327,20,kole
c,0.322129011154,0.0806829929352,10.1178019047,10.1984918118,21,kole
a,0.438140869141,0.113143920898,10.4427998066,10.5559508801,22,kole
t,0.361574888229,0.0564868450165,10.7478878498,10.8043808937,23,kole
c,0.454798936844,0.0721950531006,11.130491972,11.2026917934,24,kole
h,0.388746976852,0.107776880264,11.411457777,11.5192499161,25,kole
=,0.880177974701,0.123090028763,12.1685497761,12.2916469574,26,kole
4,0.670675992966,0.0779340267181,12.7612919807,12.8392319679,27,kole
5,0.397406101227,0.0655000209808,13.0931978226,13.1587049961,28,kole
;,0.484905004501,0.0693690776825,13.5087327957,13.5781099796,29,kole
;,0.805578947067,0.0973877906799,14.2169239521,14.3143188953,30,kole
;,0,0.0727910995483,0,0.0727970600128,0,kole
;,0.416166067123,0.121924161911,0.294242143631,0.416172027588,1,kole
9,0.60964012146,0.0977139472961,0.806168079376,0.903887987137,2,kole
2,0.887616872787,0.104905843735,1.58888101578,1.69378900528,3,kole
=,0.474997997284,0.0992121696472,1.96466517448,2.06388401985,4,kole
d,0.467312097549,0.0934240818024,2.33855414391,2.43198204041,5,kole
i,0.959491968155,0.101982831955,3.19606304169,3.29805111885,6,kole
s,0.431186914444,0.121740102768,3.50550913811,3.62725520134,7,kole
t,0.3973300457,0.0693929195404,3.83344507217,3.90284919739,8,kole
a,0.689674854279,0.0848209857941,4.43830013275,4.52312612534,9,kole
n,0.252806186676,0.0905041694641,4.60060214996,4.69111204147,10,kole
c,1.10743403435,0.104655981064,5.60337901115,5.70804214478,11,kole
e,0.456701040268,0.0972700119019,5.96280908585,6.06008720398,12,kole
=,0.702250957489,0.0903220176697,6.57474017143,6.66506814957,13,kole
c,0.757686138153,0.083428144455,7.24899816513,7.33243203163,14,kole
o,0.263833045959,0.0845210552216,7.42830705643,7.51283717155,15,kole
m,0.443735122681,0.0859930515289,7.78604912758,7.87205410004,16,kole
m,0.434030056,0.0900020599365,8.13007903099,8.22008800507,17,kole
o,0.819956064224,0.0707070827484,8.87932801247,8.95004200935,18,kole
n,0.309694051743,0.0947670936584,9.09425401688,9.18902921677,19,kole
=,0.640350103378,0.090488910675,9.64411616325,9.73461198807,20,kole
c,0.431035995483,0.0836892127991,9.99146318436,10.0751590729,21,kole
a,0.407289028168,0.0944709777832,10.3042809963,10.398758173,22,kole
t,0.413900136948,0.066468000412,10.6517131329,10.7181880474,23,kole
c,0.765626907349,0.0647699832916,11.3525700569,11.4173471928,24,kole
h,0.179276943207,0.0888378620148,11.443005085,11.5318601131,25,kole
=,1.01549887657,0.0819458961487,12.3765630722,12.4585151672,26,kole
4,0.391399860382,0.0775129795074,12.6904501915,12.7679691315,27,kole
5,0.409122943878,0.0679190158844,13.0316531658,13.0995790958,28,kole
;,0.802971124649,0.0636990070343,13.770925045,13.8346300125,29,kole
;,0.431662082672,0.0636820793152,14.1389040947,14.2025940418,30,kole
;,0,0.0761578083038,0,0.0761668682098,0,kole
;,0.43124294281,0.114653110504,0.316591024399,0.431249856949,1,kole
9,0.499499082565,0.105839014053,0.710249900818,0.816096067429,2,kole
2,0.948652029037,0.0735340118408,1.58537006378,1.65890789032,3,kole
=,0.524410963058,0.114727020264,1.99505186081,2.1097869873,4,kole
d,0.506495952606,0.0707938671112,2.43075489998,2.50155496597,5,kole
i,0.907763004303,0.101902961731,3.23661494255,3.33852386475,6,kole
s,0.473701000214,0.123028993607,3.58728694916,3.71032190323,7,kole
t,0.375675916672,0.0751090049744,3.88785290718,3.96297097206,8,kole
a,0.710737943649,0.0861299037933,4.51246190071,4.59859800339,9,kole
n,0.222619056702,0.0883111953735,4.64676904678,4.73508691788,10,kole
c,1.11652302742,0.101881027222,5.66141104698,5.76329803467,11,kole
e,0.52489900589,0.097373008728,6.08893704414,6.18631696701,12,kole
=,0.539561033249,0.121747016907,6.50675106049,6.62850499153,13,kole
c,0.720658063889,0.0697350502014,7.15767407417,7.22741603851,14,kole
o,0.283066987991,0.0765068531036,7.36423397064,7.4407479763,15,kole
m,0.440341949463,0.0663568973541,7.73821592331,7.80458593369,16,kole
m,0.426674842834,0.0750708580017,8.08982396126,8.16490101814,17,kole
o,0.762535810471,0.0850098133087,8.76734995842,8.85236597061,18,kole
n,0.324601888657,0.106168985367,8.98578286171,9.09195804596,19,kole
=,0.683829069138,0.102448940277,9.56716299057,9.6696190834,20,kole
c,0.46849489212,0.0892050266266,9.94645190239,10.0356640816,21,kole
a,0.456949949265,0.0950119495392,10.3083930016,10.4034068584,22,kole
t,0.403252124786,0.0634090900421,10.6482350826,10.7116479874,23,kole
c,0.810815095901,0.0721981525421,11.3868510723,11.4590549469,24,kole
h,0.19424700737,0.0947940349579,11.486301899,11.5811080933,25,kole
=,0.923074007034,0.104476928711,12.3049008846,12.4093840122,26,kole
4,0.400307893753,0.07768201828,12.6275260448,12.7052149773,27,kole
5,0.418292045593,0.0765309333801,12.9692878723,13.0458250046,28,kole
;,0.759079933167,0.0665709972382,13.661796093,13.7283740044,29,kole
;,0.397109031677,0.0641269683838,13.9947788715,14.0589120388,30,kole
;,0,0.0971930027008,0,0.097207069397,0,garr
;,0.267076015472,0.10040307045,0.166672945023,0.267088890076,1,garr
9,0.66975402832,0.0882840156555,0.748141050339,0.836440086365,2,garr
2,0.437934160233,0.129562139511,1.05651402473,1.1860909462,3,garr
=,1.25816106796,0.09348487854,2.2211868763,2.31469106674,4,garr
d,1.23213601112,0.118311166763,3.33501505852,3.45334196091,5,garr
i,0.268901109695,0.075376033783,3.5285410881,3.60392904282,6,garr
s,0.214364051819,0.139312982559,3.60359096527,3.74291706085,7,garr
t,0.34937286377,0.0918500423431,3.86111187935,3.9529800415,8,garr
a,0.291594982147,0.112872838974,4.03983902931,4.15272498131,9,garr
n,0.232897043228,0.0786612033844,4.19407296181,4.27274799347,10,garr
c,0.288444042206,0.102658033371,4.3798558712,4.48253107071,11,garr
e,1.17154097557,0.124330997467,5.42706894875,5.55141305923,12,garr
=,1.95216417313,0.0732340812683,7.30599808693,7.37924599648,13,garr
c,0.512918949127,0.112821817398,7.70609498024,7.81893086433,14,garr
o,0.332592964172,0.0812051296234,7.95748090744,8.03870201111,15,garr
m,0.281177043915,0.0870299339294,8.15162706375,8.23867797852,16,garr
m,0.236667871475,0.0837259292603,8.30457186699,8.38831186295,17,garr
o,0.303666114807,0.103956222534,8.50428104401,8.60825300217,18,garr
n,0.333975076675,0.0935709476471,8.74468588829,8.83827090263,19,garr
=,0.87243103981,0.0717790126801,9.54533791542,9.6171309948,20,garr
c,0.431522846222,0.101280927658,9.8755800724,9.97687506676,21,garr
a,0.281582117081,0.128408193588,10.0287549496,10.1571760178,22,garr
t,0.387549161911,0.104275941849,10.3120279312,10.4163169861,23,garr
c,0.474052906036,0.0713539123535,10.7147259712,10.7860939503,24,garr
h,0.201293945312,0.0599000453949,10.8561189175,10.91603899,25,garr
=,1.27852606773,0.0661251544952,12.0685210228,12.1346609592,26,garr
4,0.795776128769,0.0883829593658,12.7759139538,12.8643140793,27,garr
5,0.437829971313,0.104614973068,13.1091299057,13.2137589455,28,garr
;,1.77305984497,0.0716118812561,14.8105809689,14.8822040558,29,garr
;,0.271467924118,0.0731070041656,15.0089380741,15.0820589066,30,garr
;,0,0.073842048645,0,0.0738570690155,0,garr
;,0.243996143341,0.0968501567841,0.147145986557,0.244009971619,1,garr
9,0.837071180344,0.0966491699219,0.887569904327,0.984230995178,2,garr
2,0.456737041473,0.118279933929,1.22602391243,1.34431886673,3,garr
=,0.998765945435,0.068027973175,2.15675902367,2.224807024,4,garr
d,0.588281869888,0.0992369651794,2.64580607414,2.74505805969,5,garr
i,0.259327173233,0.0822131633759,2.822920084,2.905148983,6,garr
s,0.222247123718,0.100131988525,2.94503688812,3.04518294334,7,garr
t,0.350345849991,0.0962898731232,3.19909000397,3.29539895058,8,garr
a,0.436490058899,0.0737071037292,3.56187486649,3.63559699059,9,garr
n,0.263957023621,0.0756869316101,3.7501449585,3.8258459568,10,garr
c,0.256125926971,0.0944731235504,3.91179800034,4.00628495216,11,garr
e,0.314051151276,0.0971429347992,4.12870502472,4.22586202621,12,garr
=,1.32795190811,0.0821261405945,5.37453198433,5.45667290688,13,garr
c,0.442198038101,0.0858569145203,5.73087286949,5.81674385071,14,garr
o,0.306051015854,0.0798699855804,5.9570479393,6.03693890572,15,garr
m,0.289950847626,0.072093963623,6.17490696907,6.2470228672,16,garr
m,0.242252111435,0.0878140926361,6.32934808731,6.41717791557,17,garr
o,0.317986011505,0.0932898521423,6.55404496193,6.64735007286,18,garr
n,0.263368844986,0.0707550048828,6.74665904045,6.8174290657,19,garr
=,1.07150006294,0.0671870708466,7.75097203255,7.81817388535,20,garr
c,0.387056112289,0.0872249603271,8.05080604553,8.13804292679,21,garr
a,0.277271032333,0.113528013229,8.21454596519,8.32808899879,22,garr
t,0.313676834106,0.0994980335236,8.4287250042,8.52823805809,23,garr
c,0.419602155685,0.0707910060883,8.77753591537,8.84834194183,24,garr
h,0.170964002609,0.059091091156,8.88940906525,8.9485180378,25,garr
=,0.749397039413,0.0806019306183,9.55820393562,9.63881993294,26,garr
4,1.60137486458,0.0925920009613,11.0669870377,11.159594059,27,garr
5,0.335600137711,0.0993061065674,11.3032810688,11.4026010036,28,garr
;,0.656836032867,0.0621180534363,11.8979978561,11.9601318836,29,garr
;,0.212288141251,0.0720601081848,12.0382270813,12.1103019714,30,garr
;,0,0.0796899795532,0,0.0797049999237,0,garr
;,0.229862928391,0.0876789093018,0.142184019089,0.229875802994,1,garr
9,0.638269901276,0.0926969051361,0.687755823135,0.780467987061,2,garr
2,0.523108959198,0.128614902496,1.08224987984,1.21087884903,3,garr
=,0.899417877197,0.0824990272522,1.89916682243,1.98168492317,4,garr
d,0.512964010239,0.090765953064,2.32136583328,2.41214799881,5,garr
i,0.291068077087,0.0756959915161,2.53673791885,2.61244988441,6,garr
s,0.215852975845,0.105262041092,2.64733099937,2.75260591507,7,garr
t,0.375572919846,0.100219011307,2.9226808548,3.02292084694,8,garr
a,0.650791168213,0.0795459747314,3.49392795563,3.57348895073,9,garr
n,0.570007801056,0.0739159584045,3.99001979828,4.06395196915,10,garr
c,0.244200944901,0.0758929252625,4.15832901001,4.23423600197,11,garr
