char,deltaup,deltadown,downtime,uptime,char_index,user
e,0.346164941788,0.0966508388519,4.40784502029,4.50450801849,12,garr
=,0.76739692688,0.071496963501,5.10374283791,5.17525482178,13,garr
c,0.431887865067,0.0863189697266,5.44931292534,5.53564596176,14,garr
o,0.286643028259,0.0843410491943,5.65161299706,5.73597002029,15,garr
m,0.304617166519,0.0914089679718,5.86481881142,5.95624780655,16,garr
m,0.241527795792,0.0694499015808,6.03689980507,6.10636496544,17,garr
o,0.299760103226,0.125060081482,6.21159982681,6.33667492867,18,garr
n,0.305377006531,0.099846124649,6.41713190079,6.51699185371,19,garr
=,1.11085009575,0.0790500640869,7.44893097878,7.52799487114,20,garr
c,0.40952706337,0.0907480716705,7.7677090168,7.85847187042,21,garr
a,0.271028995514,0.115357875824,7.92337989807,8.03875279427,22,garr
t,0.295592069626,0.094309091568,8.1246638298,8.21898794174,23,garr
c,0.574934959412,0.0833170413971,8.61628198624,8.69961380959,24,garr
h,0.553782939911,0.0897507667542,9.08031201363,9.17008399963,25,garr
=,0.640333890915,0.0761389732361,9.64450788498,9.72066283226,26,garr
4,0.696878910065,0.0967500209808,10.2446379662,10.3414039612,27,garr
5,0.297029972076,0.0896558761597,10.4520118237,10.5416829586,28,garr
;,0.940521001816,0.0624659061432,11.3300669193,11.3925468922,29,garr
;,0.172628879547,0.0564069747925,11.4462888241,11.5027098656,30,garr
;,0,0.0740129947662,0,0.0740270614624,0,garr
;,0.244322061539,0.0930259227753,0.151294946671,0.244334936142,1,garr
9,1.02464199066,0.0721750259399,1.10376286507,1.17595100403,2,garr
2,0.572820901871,0.100496053696,1.57608699799,1.67659807205,3,garr
=,0.491077184677,0.0748519897461,1.99231100082,2.06717991829,4,garr
d,0.395288944244,0.0970499515533,2.29055094719,2.38761496544,5,garr
i,0.267436027527,0.0783472061157,2.47963905334,2.55800104141,6,garr
s,0.22865319252,0.112900972366,2.59539294243,2.70830702782,7,garr
t,0.303060770035,0.0861508846283,2.81230306625,2.89846587181,8,garr
a,0.326750993729,0.109019041061,3.03003406525,3.13906693459,9,garr
n,0.289323091507,0.0758929252625,3.24346494675,3.31937193871,10,garr
c,0.246218919754,0.102988004684,3.38669800758,3.4896979332,11,garr
e,0.336227893829,0.111642837524,3.61127996445,3.72293686867,12,garr
=,0.419349908829,0.0759129524231,3.95471787453,4.03064489365,13,garr
c,0.446054935455,0.0947918891907,4.30598187447,4.40078401566,14,garr
o,0.32577085495,0.0926659107208,4.53908705711,4.63176488876,15,garr
m,0.272917032242,0.0821440219879,4.72985506058,4.81201887131,16,garr
m,0.232418060303,0.074826002121,4.88744997978,4.9622900486,17,garr
o,0.275241851807,0.10910487175,5.05358791351,5.16270709038,18,garr
n,0.249404907227,0.0801410675049,5.22285103798,5.30300593376,19,garr
=,0.611013174057,0.0735030174255,5.76036000252,5.83387804031,20,garr
c,0.91482591629,0.0966980457306,6.57848906517,6.67520093918,21,garr
a,0.287028074265,0.113431930542,6.75208592415,6.86553096771,22,garr
t,0.293813943863,0.0853481292725,6.96055388451,7.04591393471,23,garr
c,0.375966072083,0.0786259174347,7.25789093971,7.33653187752,24,garr
h,0.198837041855,0.069344997406,7.38738298416,7.45674705505,25,garr
=,0.540108919144,0.0633969306946,7.86409497261,7.92750597,26,garr
4,0.544231891632,0.0781199932098,8.33020591736,8.40834093094,27,garr
5,0.278484106064,0.0744051933289,8.5342900753,8.60870504379,28,garr
;,0.384530067444,0.0558440685272,8.86297488213,8.91882801056,29,garr
;,0.176091194153,0.0586249828339,8.98043894768,9.03907489777,30,garr
;,0,0.0884959697723,0,0.0885100364685,0,garr
;,0.238838911057,0.085942029953,0.152894973755,0.238852977753,1,garr
9,0.807282924652,0.091591835022,0.868586063385,0.960193157196,2,garr
2,0.692500829697,0.125287771225,1.43580007553,1.56110215187,3,garr
=,0.576214790344,0.079274892807,1.93273711205,2.01203203201,4,garr
d,0.470094919205,0.0852379798889,2.31759595871,2.40284895897,5,garr
i,0.315726041794,0.0888290405273,2.54449295998,2.63333702087,6,garr
s,0.269225120544,0.119174957275,2.69454503059,2.81373500824,7,garr
t,0.359659910202,0.128554105759,2.92564916611,3.05422210693,8,garr
a,0.399131059647,0.10764503479,3.21713614464,3.32479596138,9,garr
n,1.29982995987,0.0812809467316,4.43568396568,4.5169801712,10,garr
c,0.231601953506,0.100868940353,4.56642103195,4.66730213165,11,garr
e,0.651930093765,0.0969960689545,5.12135314941,5.21836304665,12,garr
=,0.627619028091,0.0778470039368,5.67112398148,5.74898314476,13,garr
c,0.69940495491,0.102056026459,6.26847195625,6.37054300308,14,garr
o,0.342616081238,0.0842571258545,6.52682995796,6.61110496521,15,garr
m,0.28459405899,0.082771062851,6.7286529541,6.81144309044,16,garr
m,0.243158102036,0.0757930278778,6.89602017403,6.97182798386,17,garr
o,0.266217947006,0.107800960541,7.05443716049,7.1622531414,18,garr
n,0.248064041138,0.0675320625305,7.2349691391,7.30251598358,19,garr
=,0.488379955292,0.0581338405609,7.66521501541,7.72336411476,20,garr
c,0.519085884094,0.087620973587,8.09667897224,8.18431615829,21,garr
a,0.277914047241,0.140154123306,8.23444104195,8.37460899353,22,garr
t,0.316670179367,0.0982401371002,8.45287394524,8.55112504959,23,garr
c,0.392765045166,0.0879058837891,8.7577290535,8.84564995766,24,garr
h,0.217906951904,0.0795340538025,8.89610099792,8.9756500721,25,garr
=,1.48246693611,0.0739939212799,10.3045749664,10.3785829544,26,garr
4,0.875796079636,0.0876331329346,11.0927381516,11.1803860664,27,garr
5,0.288305997849,0.0773589611053,11.3036849499,11.3810591698,28,garr
;,0.708130121231,0.0695071220398,11.9423079491,12.0118300915,29,garr
;,0.179789066315,0.0675950050354,12.0545020103,12.1221110821,30,garr
;,0,0.0486528873444,0,0.0486569404602,0,megan
;,0.220032930374,0.072676897049,0.147354841232,0.220037937164,1,megan
9,0.730494976044,0.0652379989624,0.812611818314,0.877854824066,2,megan
2,0.566693067551,0.0859701633453,1.29333400726,1.37931084633,3,megan
=,0.565234184265,0.0859870910645,1.7725789547,1.85857701302,4,megan
d,0.592878103256,0.0723750591278,2.29308485985,2.36546492577,5,megan
i,0.20708990097,0.0598900318146,2.4402859211,2.50018191338,6,megan
s,0.193575143814,0.0576961040497,2.57616400719,2.63386583328,7,megan
t,0.284044027328,0.0565838813782,2.80362200737,2.86021590233,8,megan
a,0.416699886322,0.0595059394836,3.16081786156,3.22032999992,9,megan
n,0.223975896835,0.0612919330597,3.32350182533,3.38479995728,10,megan
c,0.242501020432,0.0549240112305,3.51107883453,3.56600880623,11,megan
e,0.347799062729,0.0608031749725,3.79807400703,3.85888385773,12,megan
=,0.813465118408,0.0806241035461,4.53091788292,4.61154484749,13,megan
c,0.548236131668,0.0471849441528,5.03196597099,5.07915782928,14,megan
o,0.252928972244,0.0648410320282,5.22005391121,5.28490185738,15,megan
m,0.380940914154,0.0689029693604,5.53209090233,5.60100388527,16,megan
m,0.244601964951,0.0751738548279,5.7015209198,5.77670097351,17,megan
o,0.367369890213,0.0570130348206,6.01187801361,6.0688970089,18,megan
n,0.380025148392,0.0978791713715,6.29402399063,6.39190793037,19,megan
=,0.80637216568,0.0857961177826,7.01459980011,7.10040283203,20,megan
c,0.681216955185,0.0467238426208,7.649091959,7.69582295418,21,megan
a,0.363482952118,0.0693049430847,7.94327092171,8.01258182526,22,megan
t,0.270812988281,0.0724020004272,8.14168095589,8.21408891678,23,megan
c,0.437056779861,0.0974338054657,8.48130488396,8.57874488831,24,megan
h,0.339951992035,0.111546039581,8.70970797539,8.82126879692,25,megan
=,1.06555986404,0.0635888576508,9.7116818428,9.77527689934,26,megan
4,0.451488018036,0.0847461223602,10.0784249306,10.1631748676,27,megan
5,0.381872177124,0.064465045929,10.3958308697,10.4603018761,28,megan
;,0.668736934662,0.0510311126709,11.0135369301,11.0645740032,29,megan
;,0.192193031311,0.0538868904114,11.1518428326,11.2057359219,30,megan
;,0,0.106976985931,0,0.106984138489,0,megan
;,0.348243951797,0.101078033447,0.247167110443,0.348252058029,1,megan
9,0.889684200287,0.0640292167664,1.07282209396,1.13685703278,2,megan
2,0.543940067291,0.0818209648132,1.53494095802,1.61676812172,3,megan
=,0.651045084,0.0680520534515,2.11793208122,2.18599414825,4,megan
d,0.367677927017,0.0539429187775,2.43166899681,2.48561811447,5,megan
i,0.179301977158,0.0652379989624,2.54573202133,2.61097717285,6,megan
s,0.190793037415,0.0585341453552,2.67799401283,2.73653101921,7,megan
t,0.189718008041,0.0582718849182,2.80943918228,2.86771702766,8,megan
a,0.181268930435,0.0611279010773,2.92957997322,2.99071311951,9,megan
n,0.232965946198,0.0736739635468,3.08887004852,3.1625521183,10,megan
c,0.170250892639,0.051540851593,3.20758008957,3.25912809372,11,megan
e,0.261838912964,0.0706810951233,3.39873695374,3.46942615509,12,megan
=,0.935410022736,0.05797290802,4.27617502213,4.3341550827,13,megan
c,0.360008955002,0.0576820373535,4.57850313187,4.63619112968,14,megan
o,0.152501106262,0.0495579242706,4.68144416809,4.73100996017,15,megan
m,0.273659944534,0.0255019664764,4.92960000038,4.95511507988,16,megan
m,0.191499948502,0.0605001449585,5.06060314178,5.12111115456,17,megan
o,0.282562017441,0.0425238609314,5.30064105988,5.34317207336,18,megan
n,0.213197946548,0.0520219802856,5.46181702614,5.51384615898,19,megan
=,0.583421945572,0.0695300102234,5.97571015358,6.04524517059,20,megan
c,0.558393955231,0.0567398071289,6.47736406326,6.53411006927,21,megan
a,0.295109987259,0.080628156662,6.69184613228,6.77248001099,22,megan
t,0.247789144516,0.0655081272125,6.87412595749,6.93964099884,23,megan
c,0.175009012222,0.0579779148102,6.9911570549,7.04914212227,24,megan
h,0.371063947678,0.107321023941,7.25489807129,7.36223196983,25,megan
=,0.93150806427,0.0652499198914,8.12115907669,8.18641614914,26,megan
4,0.82653093338,0.0670959949493,8.88059401512,8.94769597054,27,megan
5,0.236199855804,0.0251488685608,9.09164500237,9.11680006981,28,megan
;,0.466804981232,0.0523319244385,9.50611710548,9.55845499039,29,megan
;,0.164875984192,0.0453250408173,9.62566804886,9.67100000381,30,megan
;,0,0.0559821128845,0,0.0559890270233,0,megan
;,0.228829145432,0.0640599727631,0.164770841599,0.228833913803,1,megan
9,0.589856863022,0.0770299434662,0.67759680748,0.754630804062,2,megan
2,0.29851603508,0.0906500816345,0.885462999344,0.97611784935,3,megan
=,0.685372114182,0.0691161155701,1.50171685219,1.57084298134,4,megan
d,0.38593006134,0.0695939064026,1.81805491447,1.88765382767,5,megan
i,0.160439014435,0.0637490749359,1.91474485397,1.97849988937,6,megan
s,0.206465005875,0.0468790531158,2.07433080673,2.12121582031,7,megan
t,0.18713092804,0.057797908783,2.20366287231,2.261469841,8,megan
a,0.161525964737,0.0642929077148,2.30089688301,2.36519598961,9,megan
n,0.263818979263,0.0538840293884,2.51083183289,2.56472182274,10,megan
c,0.188483953476,0.0471680164337,2.65214800835,2.69932103157,11,megan
e,0.268644094467,0.0678141117096,2.85297703743,2.92079782486,12,megan
=,0.866630077362,0.0710649490356,3.64854192734,3.71961402893,13,megan
c,0.324233055115,0.0636792182922,3.90909600258,3.97278189659,14,megan
o,0.217658042908,0.0533540248871,4.07339787483,4.12676095963,15,megan
m,0.235761165619,0.0312621593475,4.27789998055,4.30916786194,16,megan
m,0.168663024902,0.0554158687592,4.39114785194,4.44656801224,17,megan
o,0.218287944794,0.0592560768127,4.55017995834,4.60943984985,18,megan
n,0.197355031967,0.0690460205078,4.67848682404,4.7475399971,19,megan
=,1.03817796707,0.0633800029755,5.65328502655,5.71667194366,20,megan
c,0.735622167587,0.0613820552826,6.32752680779,6.38891291618,21,megan
a,0.272042036057,0.0608770847321,6.53869080544,6.59957385063,22,megan
t,0.210266113281,0.0655200481415,6.68343687057,6.74896383286,23,megan
c,0.20064496994,0.0626659393311,6.82141590118,6.88408684731,24,megan
h,0.190267801285,0.0866827964783,6.92499780655,7.01169490814,25,megan
=,1.15806889534,0.0642580986023,8.01881289482,8.08307385445,26,megan
4,0.815701007843,0.0554249286652,8.77908802032,8.83451890945,27,megan
5,0.275689125061,0.0582051277161,8.99657201767,9.05478286743,28,megan
;,0.634566068649,0.0564329624176,9.57470393181,9.63114380836,29,megan
;,0.192235946655,0.0471611022949,9.71977996826,9.7669479847,30,megan
;,0,0.0834650993347,0,0.0834720134735,0,megan
;,0.259598970413,0.0824098587036,0.17718911171,0.259607076645,1,megan
9,0.899543046951,0.0698440074921,1.00688815117,1.0767390728,2,megan
2,0.353957891464,0.0664780139923,1.29436802864,1.36085414886,3,megan
=,0.382611036301,0.0792329311371,1.59774303436,1.67698812485,4,megan
d,0.44002199173,0.0755360126495,1.96223211288,2.03777503967,5,megan
i,0.216635942459,0.0624639987946,2.11640405655,2.17887401581,6,megan
s,0.477401971817,0.075138092041,2.51866912842,2.59381198883,7,megan
t,0.2292740345,0.0551278591156,2.69281506538,2.74795103073,8,megan
a,0.213665008545,0.0867810249329,2.819699049,2.90648603439,9,megan
n,0.260532855988,0.0662159919739,3.01401519775,3.08023905754,10,megan
c,0.221607208252,0.059100151062,3.17652201653,3.23562908173,11,megan
e,0.297455072403,0.0661640167236,3.4078130722,3.47398304939,12,megan
=,0.625334978104,0.093966960907,3.9391810894,4.03315520287,13,megan
c,0.656075000763,0.0622119903564,4.53304409981,4.5952630043,14,megan
o,0.24089884758,0.0753488540649,4.69859313965,4.77395009995,15,megan
m,0.316781997681,0.0467360019684,4.96863818169,5.01538610458,16,megan
m,0.168745994568,0.0552251338959,5.08216118813,5.13739299774,17,megan
o,0.216015100479,0.0780379772186,5.22013902664,5.29818320274,18,megan
n,0.245121002197,0.0710730552673,5.3941860199,5.46526503563,19,megan
=,0.457724094391,0.100422143936,5.75148820877,5.85191702843,20,megan
c,0.588733196259,0.0612971782684,6.27892518044,6.34022712708,21,megan
a,0.316632986069,0.0495338439941,6.54602408409,6.59556412697,22,megan
t,0.186602830887,0.0522999763489,6.68032717705,6.73263216019,23,megan
c,0.206720113754,0.0365059375763,6.85054111481,6.88705205917,24,megan
h,0.198596000671,0.0683422088623,6.98079204559,7.04914808273,25,megan
=,0.940848112106,0.0753209590912,7.84632205963,7.92164802551,26,megan
4,0.819798946381,0.0583519935608,8.60776901245,8.6661272049,27,megan
5,0.214513063431,0.0424389839172,8.77984213829,8.82228803635,28,megan
;,0.283715963364,0.0466949939728,9.01686310768,9.06356501579,29,megan
;,0.174559831619,0.0434718132019,9.1479511261,9.19143009186,30,megan
;,0,0.0772559642792,0,0.0772621631622,0,megan
;,0.267220973969,0.127269983292,0.139950037003,0.267225980759,1,megan
9,0.453435897827,0.0597519874573,0.533634185791,0.593393087387,2,megan
2,0.738377094269,0.067920923233,1.20409107208,1.27201795578,3,megan
=,0.968284845352,0.0538680553436,2.11850404739,2.17238306999,4,megan
d,0.651993989944,0.0395789146423,2.73092198372,2.77050805092,5,megan
i,0.484388113022,0.0466990470886,3.16861104965,3.21531796455,6,megan
s,0.185117959976,0.0930678844452,3.26066207886,3.35373616219,7,megan
t,0.432815790176,0.072744846344,3.62073111534,3.69348812103,8,megan
a,0.241770029068,0.146829128265,3.71567201614,3.86250901222,9,megan
n,0.439661979675,0.0537748336792,4.10156106949,4.15534210205,10,megan
c,0.273625850677,0.0977139472961,4.2774720192,4.37519311905,11,megan
e,0.24455499649,0.0735659599304,4.44846105576,4.52203416824,12,megan
=,1.12147402763,0.0552430152893,5.51469302177,5.56994199753,13,megan
c,0.6384370327,0.0934071540833,6.05972313881,6.15313601494,14,megan
o,0.207013130188,0.069365978241,6.1973669529,6.26674199104,15,megan
m,0.20628786087,0.0491919517517,6.35446214676,6.40366697311,16,megan
m,0.210294961929,0.0631170272827,6.50164318085,6.56476712227,17,megan
o,0.318943977356,0.0811560153961,6.73943209648,6.82059407234,18,megan
n,0.142419099808,0.0729010105133,6.80894899368,6.88185715675,19,megan
=,1.09116506577,0.0537891387939,7.84632611275,7.90011906624,20,megan
c,0.483498096466,0.108716964722,8.22110795975,8.32983016968,21,megan
a,0.233381032944,0.101948022842,8.35254001617,8.45449399948,22,megan
t,0.328691959381,0.0496790409088,8.63155317307,8.68123912811,23,megan
c,0.351953029633,0.0773379802704,8.90616798401,8.98351216316,24,megan
h,0.17192697525,0.0553090572357,9.02278208733,9.07810497284,25,megan
=,0.826548099518,0.0456049442291,9.80372905731,9.84933996201,26,megan
4,0.94772195816,0.064080953598,10.6873691082,10.7514569759,27,megan
5,0.213632822037,0.0407309532166,10.860270977,10.9010090828,28,megan
;,0.327527046204,0.0676240921021,11.1201741695,11.1878051758,29,megan
;,0.210122108459,0.0682330131531,11.2620630264,11.3303029537,30,megan
;,0,0.0730800628662,0,0.0730860233307,0,nick
;,0.22043299675,0.0669050216675,0.153527975082,0.220438957214,1,nick
9,1.37159490585,0.0554399490356,1.46968317032,1.52512907982,2,nick
2,0.535220146179,0.0535731315613,1.95133018494,2.00490999222,3,nick
=,0.911623001099,0.0419430732727,2.82100701332,2.86296105385,4,nick
d,0.339308023453,0.0723140239716,3.08800411224,3.16032409668,5,nick
i,0.244117021561,0.045490026474,3.28663015366,3.33212709427,6,nick
s,0.187489032745,0.0934028625488,3.38071608543,3.47412514687,7,nick
t,0.482925891876,0.0926399230957,3.77100396156,3.86364912987,8,nick
a,0.37539601326,0.0925590991974,4.05384111404,4.14640498161,9,nick
n,0.3180539608,0.0596649646759,4.31223011017,4.37190008163,10,nick
c,0.220992088318,0.106234073639,4.42698597908,4.53322696686,11,nick
e,0.246914148331,0.0769510269165,4.59694814682,4.67390704155,12,nick
=,0.766337871552,0.0524399280548,5.31084799767,5.36329317093,13,nick
c,0.329101085663,0.0987632274628,5.54118609428,5.63995504379,14,nick
o,0.336416006088,0.0739548206329,5.80364608765,5.87760806084,15,nick
m,0.231250047684,0.0344350337982,6.00046014786,6.03490614891,16,nick
m,0.310434818268,0.0754458904266,6.23545098305,6.31090307236,17,nick
o,0.374705076218,0.107784986496,6.50237107277,6.61016201973,18,nick
n,0.190330982208,0.0884439945221,6.60425806046,6.69270801544,19,nick
=,0.801380872726,0.0454390048981,7.3602001667,7.40564513206,20,nick
c,0.285022974014,0.0821299552917,7.56309199333,7.64522910118,21,nick
a,0.240536928177,0.0912508964539,7.71237897873,7.80363607407,22,nick
t,0.277620077133,0.0653481483459,7.92465114594,7.99000501633,23,nick
c,0.367261171341,0.109011173248,8.18290114403,8.29191803932,24,nick
h,0.165136098862,0.0511500835419,8.29688405991,8.34804797173,25,nick
=,0.76072716713,0.0464370250702,9.01117706299,9.05762004852,26,nick
4,0.971653938293,0.06973695755,9.91309404373,9.98283696175,27,nick
5,0.217511892319,0.0482048988342,10.0824010372,10.1306121349,28,nick
;,0.246947050095,0.0669491291046,10.2623989582,10.3293530941,29,nick
;,0.495614051819,0.0880250930786,10.6699869633,10.7580201626,30,nick
;,0,0.0632491111755,0,0.0632557868958,0,nick
;,0.534430027008,0.0679788589478,0.466451883316,0.534436941147,1,nick
9,1.12580895424,0.0565690994263,1.53568983078,1.59226679802,2,nick
2,0.527877092361,0.0482659339905,2.0153028965,2.06357598305,3,nick
=,1.53103899956,0.0556290149689,3.49071097374,3.54635000229,4,nick
d,0.380077838898,0.0704569816589,3.80033397675,3.87079691887,5,nick
i,0.225317955017,0.0415179729462,3.98413395882,4.02565789223,6,nick
s,0.184808969498,0.099399805069,4.0695438385,4.1689479351,7,nick
t,0.34255695343,0.0769870281219,4.33511185646,4.41210889816,8,nick
a,0.451045036316,0.128849029541,4.65730881691,4.78616499901,9,nick
n,0.510004997253,0.0354840755463,5.13182997704,5.16731977463,10,nick
c,0.320758104324,0.070436000824,5.38215184212,5.45259380341,11,nick
e,0.457906007767,0.0637359619141,5.77632188797,5.84006381035,12,nick
=,0.876516819,0.0425698757172,6.61026883125,6.65284490585,13,nick
c,0.473150968552,0.0707840919495,7.01263594627,7.08342599869,14,nick
o,0.244086027145,0.076465845108,7.18025493622,7.25672793388,15,nick
m,0.235793828964,0.065201997757,7.35084581375,7.41605782509,16,nick
m,0.221498012543,0.0802628993988,7.49208283424,7.57235193253,17,nick
o,0.312438011169,0.0889611244202,7.71555995941,7.8045258522,18,nick
n,0.158367156982,0.081050157547,7.79287791252,7.87393188477,19,nick
=,0.791569948196,0.0567588806152,8.5276889801,8.58445191383,20,nick
c,0.334995985031,0.10823392868,8.75445079803,8.86268877983,21,nick
a,0.261562824249,0.120292901993,8.89571976662,9.01601791382,22,nick
t,0.28203701973,0.0537428855896,9.12401294708,9.17776298523,23,nick
c,0.346196889877,0.102937936783,9.36727285385,9.47021698952,24,nick
h,0.187618970871,0.0354609489441,9.51942491531,9.55490279198,25,nick
=,0.890450954437,0.0481901168823,10.3616919518,10.4098877907,26,nick
4,0.701023101807,0.059093952179,11.0036199093,11.0627207756,27,nick
5,0.206372022629,0.0513911247253,11.1586019993,11.2099997997,28,nick
;,0.434377908707,0.23962688446,11.3533527851,11.5929858685,29,nick
;,0.536922931671,0.0636999607086,11.8265748024,11.8902819157,30,nick
;,0,0.0651800632477,0,0.0651872158051,0,vince
;,0.248499155045,0.0834350585938,0.165064096451,0.248506069183,1,vince
9,0.792140960693,0.0789721012115,0.878234148026,0.957212209702,2,vince
2,0.312541007996,0.0999779701233,1.0907971859,1.19078207016,3,vince
=,1.00858616829,0.0792481899261,2.02013206482,2.09939217567,4,vince
d,0.423369169235,0.0989990234375,2.34450507164,2.44351005554,5,vince
i,0.253530979156,0.079558134079,2.51847815514,2.59804320335,6,vince
s,0.279887199402,0.135589122772,2.66277503967,2.79837107658,7,vince
t,1.33844399452,0.0691618919373,3.93205714226,4.00123000145,8,vince
a,0.195698976517,0.132189035416,3.99556708336,4.12776303291,9,vince
n,0.259042978287,0.0825440883636,4.1720662117,4.25461816788,10,vince
c,0.233240127563,0.128724098206,4.27658319473,4.40531301498,11,vince
e,0.223680019379,0.10640501976,4.39385819435,4.50026917458,12,vince
=,0.424579143524,0.10470700264,4.71372914314,4.81844305992,13,vince
c,0.41951584816,0.0764548778534,5.05679011345,5.13325214386,14,vince
o,0.410882949829,0.13721203804,5.33046007156,5.46768021584,15,vince
m,0.228881120682,0.0758731365204,5.48346710205,5.5593521595,16,vince
m,0.284449100494,0.106075048447,5.66184401512,5.76792407036,17,vince
o,0.358597993851,0.142937898636,5.87750315666,6.02044820786,18,vince
n,0.294561862946,0.145350933075,6.02671504021,6.17207217216,19,vince
=,1.05594587326,0.089164018631,6.99349617958,7.08266711235,20,vince
c,0.334334135056,0.115997076035,7.21183300018,7.32783699036,21,vince
a,0.293033123016,0.167922973633,7.33694410324,7.50487303734,22,vince
t,0.31681895256,0.102075099945,7.55168819427,7.65376901627,23,vince
c,0.387887954712,0.128721952438,7.81085419655,7.93958210945,24,vince
h,0.250621080399,0.118880033493,7.94259214401,8.06148600578,25,vince
=,0.836548089981,0.117758989334,8.66138410568,8.77915000916,26,vince
4,0.710386991501,0.138224124908,9.23354721069,9.37177610397,27,vince
5,0.217934131622,0.0808720588684,9.37060904503,9.45148706436,28,vince
;,0.26665687561,0.0781118869781,9.55915212631,9.63727211952,29,vince
;,0.225970983505,0.0567800998688,9.72834515572,9.78513121605,30,vince
;,0,0.0518040657043,0,0.0518109798431,0,vince
;,0.219573974609,0.063747882843,0.155827045441,0.219581127167,1,vince
9,0.795719861984,0.0665390491486,0.885008096695,0.951553106308,2,vince
2,0.356173038483,0.0935380458832,1.14764213562,1.24118709564,3,vince
=,0.470777988434,0.0933558940887,1.52506399155,1.61842894554,4,vince
d,0.641706943512,0.0990009307861,2.06777215004,2.16677808762,5,vince
i,1.03294110298,0.0764420032501,3.02427005768,3.10071802139,6,vince
s,0.332781791687,0.161403894424,3.19564795494,3.35705900192,7,vince
t,0.288197994232,0.125134944916,3.35871005058,3.48385596275,8,vince
a,0.264075040817,0.164988040924,3.45779705048,3.62279200554,9,vince
n,0.273324012756,0.0876669883728,3.64345502853,3.73112916946,10,vince
c,0.246789932251,0.121263980865,3.76898097992,3.89025115967,11,vince
e,0.230086088181,0.128423213959,3.87064409256,3.99907302856,12,vince
=,0.587457180023,0.0905020236969,4.36759805679,4.45810699463,13,vince
c,0.379137039185,0.0835671424866,4.66316914558,4.74674201012,14,vince
o,0.246304035187,0.124306917191,4.78516411781,4.90947914124,15,vince
m,0.256520986557,0.0710279941559,4.97065711021,5.04169607162,16,vince
m,0.281843900681,0.0973019599915,5.15520095825,5.25250911713,17,vince
o,0.439625024796,0.126940011978,5.46788597107,5.5948331356,18,vince
n,0.445707082748,0.13126206398,5.78233098984,5.91359901428,19,vince
=,0.7797498703,0.0795948505402,6.48248505592,6.56208705902,20,vince
c,0.243453979492,0.121689081192,6.60424995422,6.72594404221,21,vince
a,0.273738145828,0.163261175156,6.71472811699,6.87799406052,22,vince
t,0.24947810173,0.100790023804,6.86341714859,6.96421098709,23,vince
c,0.352035999298,0.110614061356,7.10483908653,7.21545696259,24,vince
h,0.227723121643,0.104421138763,7.22813916206,7.33256816864,25,vince
=,0.738300085068,0.0977420806885,7.86869812012,7.96644616127,26,vince
4,0.649744987488,0.164600849152,8.35384202003,8.51844906807,27,vince
5,0.251312971115,0.0893790721893,8.51577615738,8.60516095161,28,vince
;,0.235744953156,0.0679309368134,8.68358898163,8.75152802467,29,vince
;,0.21882390976,0.0721638202667,8.8302500248,8.90242004395,30,vince
;,0,0.0784001350403,0,0.0784070491791,0,vince
;,0.257396936417,0.08664894104,0.170749187469,0.257404088974,1,vince
9,0.884212970734,0.10816192627,0.946801185608,1.05496716499,2,vince
2,0.310582876205,0.083703994751,1.17368006706,1.2573890686,3,vince
=,1.16468310356,0.118027925491,2.22033405304,2.33836698532,4,vince
d,0.497292995453,0.122846126556,2.59478211403,2.71763205528,5,vince
i,0.358464956284,0.0882399082184,2.86500597,2.95325303078,6,vince
s,0.281810998917,0.156025886536,2.99079108238,3.1468231678,7,vince
t,0.712574958801,0.101225137711,3.60214114189,3.70337605476,8,vince
a,0.225555181503,0.142834186554,3.68486118317,3.82770299911,9,vince
n,0.284824132919,0.0945470333099,3.87513899803,3.9696931839,10,vince
c,0.220484972,0.127288103104,3.96833610535,4.09563016891,11,vince
e,0.228823184967,0.0959250926971,4.10123300552,4.19716501236,12,vince
=,0.770231962204,0.0864028930664,4.78506207466,4.87147212029,13,vince
c,0.426043987274,0.104742050171,5.10636496544,5.21111297607,14,vince
o,0.423013925552,0.128017902374,5.40135908127,5.52938508987,15,vince
m,0.169485092163,0.0815651416779,5.48927903175,5.57085514069,16,vince
m,0.284697055817,0.0980980396271,5.67588114738,5.77398514748,17,vince
o,0.767460107803,0.135279178619,6.30806016922,6.44334602356,18,vince
n,0.227078199387,0.125410079956,6.40972900391,6.53514504433,19,vince
=,0.802963972092,0.0976910591125,7.1150021553,7.21269917488,20,vince
c,0.254095077515,0.099319934845,7.26977705956,7.36910319328,21,vince
a,0.245131015778,0.148760080338,7.366147995,7.5149140358,22,vince
t,0.274036884308,0.102824926376,7.53735899925,7.64019107819,23,vince
c,0.361371994019,0.123803853989,7.77492809296,7.89873814583,24,vince
h,0.205793857574,0.0981578826904,7.88255906105,7.98073101044,25,vince
=,0.794238805771,0.110081911087,8.56672000885,8.67680907249,26,vince
4,0.567097902298,0.165751934052,8.96806716919,9.13382506371,27,vince
5,0.262084960938,0.116194963455,9.11395597458,9.23015809059,28,vince
;,0.725914001465,0.0410349369049,9.79883503914,9.8398771286,29,vince
;,0.214768886566,0.0711348056793,9.94246912003,10.0136120319,30,vince
;,0,0.0713629722595,0,0.0713691711426,0,vince
;,0.251575946808,0.0710680484772,0.180508136749,0.251582145691,1,vince
9,0.859282970428,0.0887429714203,0.951048135757,1.03979706764,2,vince
2,0.326377153397,0.113196134567,1.16422915459,1.27743196487,3,vince
